pret,descriere_zona,an_constructie,compartimentare,confort,etaj,nr_balcoane,nr_bucatarii,nr_bai,nr_camere,nr_garaje,nr_locuri_parcare,regim_inaltime,str_rezistenta,supraf_utila,tip_imobil,zona,lat,long
40300,"Bucuresti, Sector 6, zona Militari   510 m (6 minute)",2020.0,decomandat,1,Etaj 6,1,1.0,1.0,1.0,0.0,,D+P+10E,beton,36.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
48000,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,,Etaj 2,1,1.0,1.0,2.0,0.0,,P+3E,beton,57.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52700,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,,Parter,1,1.0,1.0,2.0,0.0,,P+3E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
57000,"Bucuresti, Sector 6, zona Militari   460 m (6 minute)",2019.0,decomandat,1,Etaj 8,1,1.0,1.0,2.0,0.0,,S+P+10E,beton,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52700,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,,Parter,1,1.0,1.0,2.0,0.0,,P+3E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
40300,"Bucuresti, Sector 6, zona Militari   510 m (6 minute)",2020.0,decomandat,1,Etaj 6,1,1.0,1.0,1.0,0.0,,D+P+10E,beton,36.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
91900,"Bucuresti, Sector 6, zona Politehnica (Militari)   620 m (8 minute)",2021.0,decomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,,S+D+P+9E,beton,57.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
48000,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,,Etaj 2,1,1.0,1.0,2.0,0.0,,P+3E,beton,57.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
57000,"Bucuresti, Sector 6, zona Militari   460 m (6 minute)",2019.0,decomandat,1,Etaj 8,1,1.0,1.0,2.0,0.0,,S+P+10E,beton,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
54800,"Bucuresti, Sector 6, zona Militari",2020.0,semidecomandat,1,Etaj 4,1,1.0,1.0,2.0,0.0,,P+5E,beton,50.58,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,P+6E,beton,52.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
100000,"Bucuresti, zona Grozavesti (Militari)   420 m (5 minute)",2019.0,,,Parter,0,1.0,2.0,4.0,0.0,,P+2E+M,,75.66,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
60424,"Bucuresti, Sector 6, zona Politehnica (Militari)   110 m (1 minut)",2020.0,decomandat,1,Etaj 2,1,1.0,1.0,1.0,0.0,,S+P+11E,beton,47.3,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
91000,"Bucuresti, zona Pacii (Militari)",2016.0,decomandat,1,Etaj 7,1,1.0,1.0,2.0,0.0,1.0,P+10E,beton,56.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
91000,"Bucuresti, zona Pacii (Militari)",2016.0,decomandat,1,Etaj 7,1,1.0,1.0,2.0,0.0,1.0,P+10E,beton,56.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
60424,"Bucuresti, Sector 6, zona Politehnica (Militari)   110 m (1 minut)",2020.0,decomandat,1,Etaj 2,1,1.0,1.0,1.0,0.0,,S+P+11E,beton,47.3,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
60424,"Bucuresti, Sector 6, zona Politehnica (Militari)   110 m (1 minut)",2020.0,decomandat,1,Etaj 2,1,1.0,1.0,1.0,0.0,,S+P+11E,beton,47.3,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
58000,"Bucuresti, zona Militari",2019.0,decomandat,1,Etaj 5,0,1.0,1.0,3.0,0.0,,S+P+8E,beton,83.5,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43000,"Bucuresti, zona Militari",2019.0,semidecomandat,1,Etaj 4,0,1.0,1.0,2.0,0.0,,D+P+5E+M,beton,43.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
55952,"Bucuresti, zona Grozavesti (Militari)   400 m (5 minute)",2020.0,decomandat,1,Etaj 1,1,,1.0,1.0,0.0,,P+11E,beton,43.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
78800,"Bucuresti, Sector 6, zona Lujerului (Militari)   130 m (2 minute)",2019.0,decomandat,1,Etaj 5,1,1.0,1.0,2.0,0.0,,P+11E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
72837,"Bucuresti, Sector 6, zona Politehnica (Militari)   130 m (2 minute)",2020.0,decomandat,1,Etaj 5,1,1.0,1.0,2.0,0.0,,S+P+11E,caramida,59.5,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
174900,"Bucuresti, Sector 6, zona Grozavesti (Militari)   200 m (3 minute)",2008.0,decomandat,lux,Etaj 2,2,1.0,2.0,4.0,0.0,,P+5E,,114.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
66500,"Bucuresti, Sector 6, zona Militari",2018.0,decomandat,1,Etaj 1,2,1.0,2.0,3.0,0.0,1.0,P+3E+M,beton,82.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69999,"Bucuresti, Sector 6, zona Apusului (Militari)   700 m (9 minute)",1972.0,decomandat,1,Etaj 3,1,1.0,2.0,4.0,0.0,,S+P+4E,beton,76.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
61500,"Bucuresti, Sector 6, zona Militari   80 m (1 minut)",1980.0,semidecomandat,1,Etaj 10,1,1.0,2.0,3.0,0.0,,S+P+10E,beton,70.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
117000,"Bucuresti, zona Grozavesti (Militari)",2018.0,semidecomandat,1,Etaj 10,1,1.0,2.0,3.0,0.0,,P+11E,,67.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
72500,"Bucuresti, zona Gorjului (Militari)",2019.0,decomandat,1,Etaj 4,0,1.0,1.0,2.0,0.0,,D+P+4E,,52.14,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
70500,"Bucuresti, Sector 6, zona Militari   290 m (4 minute)",1992.0,decomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,,P+3E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
67000,"Bucuresti, Sector 6, zona Lujerului (Militari)   170 m (2 minute)",1975.0,semidecomandat,1,Etaj 6,1,1.0,1.0,2.0,0.0,,P+10E,beton,46.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52500,"Bucuresti, zona Militari   370 m (5 minute)",2018.0,decomandat,1,Etaj 3,1,,2.0,2.0,0.0,,S+P+4E,,56.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69000,"Bucuresti, Sector 6, zona Politehnica (Militari)",1978.0,semidecomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,1.0,P+8E,,56.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69999,"Bucuresti, Sector 6, zona Apusului (Militari)   700 m (9 minute)",1972.0,decomandat,1,Etaj 3,1,1.0,2.0,4.0,0.0,,S+P+4E,beton,76.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
72500,"Bucuresti, zona Gorjului (Militari)",2019.0,decomandat,1,Etaj 4,0,1.0,1.0,2.0,0.0,,D+P+4E,,52.14,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
61500,"Bucuresti, Sector 6, zona Militari   80 m (1 minut)",1980.0,semidecomandat,1,Etaj 10,1,1.0,2.0,3.0,0.0,,S+P+10E,beton,70.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
117000,"Bucuresti, zona Grozavesti (Militari)",2018.0,semidecomandat,1,Etaj 10,1,1.0,2.0,3.0,0.0,,P+11E,,67.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
49950,"Bucuresti, zona Militari",2010.0,semidecomandat,1,Etaj 6,2,1.0,1.0,2.0,1.0,1.0,P+8E,caramida,54.97,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
34800,"Bucuresti, Sector 6, zona Militari   470 m (6 minute)",2019.0,semidecomandat,1,Etaj 2,0,1.0,1.0,2.0,0.0,,,beton,40.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43000,"Bucuresti, zona Pacii (Militari)",2019.0,decomandat,1,Etaj 5,1,1.0,1.0,2.0,0.0,1.0,P+6E,beton,51.7,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
110000,"Bucuresti, zona Militari   460 m (6 minute)",2018.0,decomandat,1,Parter,0,1.0,2.0,3.0,0.0,,P+4E+M,beton,71.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
55000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,D+P,beton,55.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
64181,"Bucuresti, zona Grozavesti (Militari)   410 m (5 minute)",2020.0,semidecomandat,lux,Etaj 4,1,1.0,1.0,2.0,0.0,,S+P+11E,beton,47.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69900,"Bucuresti, zona Militari",2010.0,decomandat,1,Etaj 3,1,1.0,1.0,3.0,0.0,,P+8E,beton,75.82,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
95000,"Bucuresti, Sector 6, zona Grozavesti (Militari)   590 m (7 minute)",2018.0,decomandat,1,Etaj 3,1,1.0,1.0,2.0,0.0,,P+11E,beton,51.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69000,"Bucuresti, Sector 6, zona Grozavesti (Militari)   40 m (1 minut)",2018.0,decomandat,1,Etaj 8,1,1.0,1.0,2.0,0.0,,S+P+10E,beton,49.76,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
174900,"Bucuresti, Sector 6, zona Grozavesti (Militari)   170 m (2 minute)",,decomandat,1,Etaj 2,2,1.0,2.0,3.0,0.0,,P+5E,,114.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
59950,"Bucuresti, Sector 6, zona Militari   540 m (7 minute)",1977.0,semidecomandat,1,Etaj 5,1,1.0,1.0,2.0,0.0,,P+10E,beton,55.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
57500,"Bucuresti, zona Militari   750 m (9 minute)",1989.0,decomandat,1,Parter,2,,1.0,2.0,0.0,,S+P+2E,,67.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
56000,"Bucuresti, zona Militari",1976.0,decomandat,1,Etaj 10,2,1.0,1.0,3.0,0.0,,P+10E,,73.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
82000,"Bucuresti, Sector 6, zona Virtutii (Militari)   320 m (4 minute)",1994.0,decomandat,1,Etaj 6,1,1.0,2.0,3.0,0.0,,P+8E,,75.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
40300,"Bucuresti, Sector 6, zona Militari   420 m (5 minute)",2020.0,decomandat,1,Etaj 5,1,1.0,1.0,1.0,0.0,,S+P+10E,beton,36.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52500,"Bucuresti, zona Pacii (Militari)",2019.0,semidecomandat,1,Parter,1,1.0,1.0,2.0,0.0,1.0,D+P+7E,beton,48.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
64900,"Bucuresti, zona Grozavesti (Militari)   480 m (6 minute)",2020.0,decomandat,1,Etaj 1,1,1.0,1.0,1.0,0.0,,S+D+P+8E,beton,41.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
50000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,1.0,D+P+5E,beton,50.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
73000,"Bucuresti, Sector 6, zona Militari   210 m (3 minute)",2019.0,decomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,,P+10E,beton,56.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
24900,"Bucuresti, Sector 6, zona Militari",2019.0,nedecomandat,1,Parter,0,1.0,1.0,1.0,0.0,,P+3E+M,beton,24.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
55000,"Bucuresti, Sector 6, zona Politehnica (Militari)   610 m (8 minute)",1974.0,decomandat,1,Etaj 10,1,1.0,1.0,3.0,0.0,,P+10E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
74900,"Bucuresti, Sector 6, zona Politehnica (Militari)   510 m (6 minute)",2020.0,decomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,,S+D+P+8E,beton,47.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
25000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,lux,Etaj 2,1,1.0,1.0,1.0,0.0,1.0,D+P+7E,caramida,31.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
99500,"Bucuresti, Sector 6, zona Gorjului (Militari)   770 m (10 minute)",2019.0,semidecomandat,lux,Etaj 1,1,1.0,2.0,3.0,0.0,,P+4E,beton,80.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
71500,"Bucuresti, zona Lujerului (Militari)",2019.0,decomandat,1,Etaj 1,0,,,2.0,0.0,,P+11E,,54.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52500,"Bucuresti, zona Militari",2019.0,semidecomandat,1,Parter,1,1.0,1.0,2.0,0.0,1.0,D+P+7E,beton,48.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
91999,"Bucuresti, zona Politehnica (Militari)   620 m (8 minute)",2018.0,decomandat,1,Etaj 1,1,1.0,2.0,3.0,0.0,1.0,P+11E,beton,72.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
74900,"Bucuresti, Sector 6, zona Gorjului (Militari)   510 m (6 minute)",1985.0,semidecomandat,1,Parter,1,1.0,2.0,4.0,0.0,1.0,S+P+8E,beton,93.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
73000,"Bucuresti, Sector 6, zona Pacii (Militari)   180 m (2 minute)",2019.0,decomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,,D+P+11E,beton,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
55544,"Bucuresti, zona Grozavesti (Militari)   400 m (5 minute)",2020.0,semidecomandat,1,Etaj 6,1,,1.0,2.0,0.0,,P+11E,beton,40.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
73000,"Bucuresti, Sector 6, zona Militari   30 m (1 minut)",2019.0,decomandat,lux,Etaj 5,1,1.0,1.0,2.0,0.0,1.0,S+P+11E,beton,57.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
40500,"Bucuresti, zona Militari",2018.0,decomandat,1,Parter,0,1.0,1.0,2.0,0.0,,P+6E,beton,47.57,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
42500,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,P+3E,beton,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
45000,"Bucuresti, Sector 6, zona Militari",2018.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,P+3E,beton,55.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43500,"Bucuresti, zona Militari",2018.0,decomandat,1,Parter,0,1.0,1.0,2.0,0.0,,P+6E,beton,50.9,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
32000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,1.0,0.0,1.0,P+7E,beton,35.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
119000,"Bucuresti, zona Militari   660 m (8 minute)",2011.0,decomandat,lux,Etaj 4,0,,2.0,3.0,0.0,,P+5E,,93.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
25500,"Bucuresti, Sector 6, zona Militari",2019.0,semidecomandat,1,Etaj 1,0,1.0,1.0,1.0,0.0,,P+6E,beton,28.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
51000,"Bucuresti, zona Militari",2018.0,decomandat,1,Etaj 6,0,1.0,1.0,2.0,0.0,,P+6E,beton,59.93,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
33900,"Bucuresti, zona Militari",2019.0,semidecomandat,2,Etaj 3,1,1.0,1.0,2.0,0.0,,P+5E+M,beton,39.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
68700,"Bucuresti, zona Uverturii (Militari)",2012.0,semidecomandat,1,Etaj 4,1,1.0,1.0,3.0,0.0,,P+4E,beton,76.4,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69500,"Bucuresti, Sector 6, zona Militari   380 m (5 minute)",1976.0,semidecomandat,1,Etaj 8,1,1.0,1.0,3.0,0.0,,S+P+9E,beton,72.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
68700,"Bucuresti, zona Apusului (Militari)",2012.0,semidecomandat,1,Etaj 4,1,1.0,1.0,3.0,0.0,,P+4E,beton,76.4,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
44500,"Bucuresti, zona Militari",2018.0,decomandat,1,Parter,0,1.0,1.0,2.0,0.0,,P+6E,beton,52.67,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
27900,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,1,Etaj 1,1,1.0,1.0,1.0,0.0,,D+P,beton,35.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
68500,"Bucuresti, zona Pacii (Militari)   460 m (6 minute)",2016.0,semidecomandat,1,Etaj 10,1,1.0,1.0,2.0,0.0,,P+10E,caramida,48.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
61078,"Bucuresti, zona Grozavesti (Militari)   400 m (5 minute)",2020.0,semidecomandat,1,Etaj 1,1,,1.0,2.0,0.0,,P+11E,,46.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
81528,"Bucuresti, zona Grozavesti (Militari)   400 m (5 minute)",2020.0,decomandat,1,Etaj 4,1,,1.0,2.0,0.0,,P+11E,beton,59.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
92500,"Bucuresti, Sector 6, zona Militari   350 m (4 minute)",1981.0,decomandat,1,Etaj 2,2,1.0,2.0,4.0,0.0,,P+8E,beton,86.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
44500,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,1,1.0,2.0,3.0,0.0,,P+3E,beton,55.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
65000,"Bucuresti, zona Lujerului (Militari)   220 m (3 minute)",2010.0,decomandat,lux,Etaj 7,0,,,1.0,0.0,,P+11E,,41.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
84000,"Bucuresti, Sector 6, zona Lujerului (Militari)   390 m (5 minute)",2020.0,decomandat,1,Etaj 2,1,1.0,1.0,3.0,0.0,,S+P+8E,beton,64.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
66500,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 1,2,1.0,2.0,3.0,0.0,1.0,P+3E,beton,82.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
27500,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,1,Etaj 6,1,1.0,1.0,1.0,0.0,1.0,P+6E,beton,35.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
36900,"Bucuresti, zona Militari",2012.0,semidecomandat,1,Etaj 8,0,1.0,1.0,1.0,0.0,,P+8E,,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
92500,"Bucuresti, Sector 6, zona Militari   250 m (3 minute)",1981.0,decomandat,1,Etaj 2,2,1.0,2.0,4.0,0.0,,P+10E,beton,86.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
48300,"Bucuresti, Sector 6, zona Militari",2019.0,semidecomandat,1,Etaj 2,1,1.0,1.0,2.0,0.0,1.0,P+3E+M,,54.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69900,"Bucuresti, zona Pacii (Militari)",2010.0,decomandat,1,Etaj 3,1,1.0,1.0,3.0,0.0,,P+8E,beton,75.82,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
54000,"Bucuresti, zona Militari",2011.0,decomandat,1,Etaj 3,1,1.0,1.0,2.0,1.0,2.0,D+P+8E+M,caramida,58.27,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
69200,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,,Parter,1,1.0,2.0,3.0,0.0,,P+3E,beton,82.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
25000,"Bucuresti, Sector 6, zona Uverturii (Militari)",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,1.0,0.0,,P+3E,caramida,30.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
47900,"Bucuresti, Sector 6, zona Militari   520 m (7 minute)",2029.0,decomandat,1,Etaj 7,2,1.0,2.0,3.0,0.0,1.0,P+7E,beton,64.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
25000,"Bucuresti, Sector 6, zona Militari",2019.0,decomandat,lux,Etaj 5,1,1.0,1.0,1.0,0.0,1.0,D+P+7E,caramida,31.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
49000,"Bucuresti, Sector 6, zona Militari",2018.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,P+3E,beton,60.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
49500,"Bucuresti, zona Lujerului (Militari)",2019.0,decomandat,1,Etaj 1,0,,1.0,1.0,0.0,,P+11E,beton,36.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52500,"Bucuresti, zona Militari",2019.0,semidecomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,1.0,D+P+7E,beton,47.08,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
59950,"Bucuresti, Sector 6, zona Militari",2018.0,decomandat,lux,Etaj 4,2,1.0,1.0,2.0,0.0,,S+P+5E+M,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
68700,"Bucuresti, zona Militari",2012.0,semidecomandat,1,Etaj 4,1,1.0,1.0,3.0,0.0,,P+4E,beton,76.4,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
73000,"Bucuresti, Sector 6, zona Militari   190 m (2 minute)",2019.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,,D+P+11E,beton,57.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
134000,"Bucuresti, Sector 6, zona Lujerului (Militari)   430 m (5 minute)",2020.0,decomandat,1,Etaj 8,2,1.0,2.0,3.0,0.0,,S+P+8E,beton,104.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
59900,"Bucuresti, Sector 6, zona Grozavesti (Militari)",2019.0,decomandat,lux,Etaj 3,1,1.0,1.0,2.0,0.0,,S+P+11E,beton,63.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
89900,"Bucuresti, Sector 6, zona Militari   410 m (5 minute)",2010.0,semidecomandat,1,Etaj 6,2,1.0,1.0,2.0,0.0,,P+8E,beton,64.13,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43000,"Bucuresti, zona Uverturii (Militari)",2019.0,decomandat,1,Etaj 4,1,1.0,1.0,2.0,0.0,1.0,P+6E,beton,51.7,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
57000,"Bucuresti, Sector 6, zona Militari   480 m (6 minute)",2019.0,decomandat,1,Etaj 8,1,1.0,1.0,2.0,0.0,,D+P+10E,beton,53.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
132500,"Bucuresti, Sector 6, zona Lujerului (Militari)   590 m (7 minute)",2018.0,decomandat,,Etaj 11,2,1.0,2.0,4.0,0.0,,S+P+11E,beton,105.95,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
62000,"Bucuresti, Sector 6, zona Lujerului (Militari)   390 m (5 minute)",2019.0,decomandat,1,Etaj 6,0,1.0,1.0,2.0,0.0,,S+P+8E,beton,45.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
76500,"Bucuresti, zona Militari   640 m (8 minute)",2017.0,decomandat,2,Etaj 2,1,1.0,1.0,2.0,0.0,,P+4E,beton,55.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
77500,"Bucuresti, Sector 6, zona Grozavesti (Militari)   50 m (1 minut)",2018.0,decomandat,1,Etaj 8,1,1.0,1.0,2.0,0.0,,S+P+10E,beton,55.71,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
43000,"Bucuresti, zona Apusului (Militari)",2019.0,decomandat,1,Etaj 3,1,1.0,1.0,2.0,0.0,1.0,P+6E,beton,51.7,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
76990,"Bucuresti, Sector 6, zona Grozavesti (Militari)   450 m (6 minute)",2019.0,decomandat,1,Etaj 3,1,1.0,1.0,2.0,0.0,,P+9E,beton,59.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
52500,"Bucuresti, zona Pacii (Militari)",2019.0,semidecomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,1.0,D+P+7E,beton,47.08,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
26500,"Bucuresti, Sector 6, zona Militari",2020.0,decomandat,1,Etaj 1,1,1.0,1.0,1.0,0.0,,P+4E,beton,28.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
47500,"Bucuresti, Sector 6, zona Militari",2018.0,decomandat,1,Etaj 1,1,1.0,1.0,2.0,0.0,1.0,P+3E,beton,58.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
99574,"Bucuresti, zona Grozavesti (Militari)   400 m (5 minute)",2020.0,decomandat,1,Etaj 2,1,,2.0,3.0,0.0,,P+11E,beton,78.0,bloc de apartamente,"Militari, Bucuresti, Romania",44.39602,26.10051
