pret,descriere_zona,an_constructie,compartimentare,confort,etaj,nr_balcoane,nr_bucatarii,nr_bai,nr_camere,nr_garaje,nr_locuri_parcare,regim_inaltime,str_rezistenta,supraf_constr,supraf_utila,supraf_utila_totala,tip_imobil,zona,lat,long
299000,"Bucuresti, Sector 2, zona Dorobanti   460 m (6 minute)",2018,decomandat,lux,Parter,,,2,4,,,P+4E,,,240,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
647000,"Bucuresti, zona Primaverii (Dorobanti)   440 m (6 minute)",2012,decomandat,lux,Etaj 4,3,,4,5,1,2,P+6E,,250,175,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
488000,"Bucuresti, zona Dorobanti",2006,decomandat,lux,Etaj 4,,,,4,,,P+5E,,220,200,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
470000,"Bucuresti, zona Primaverii (Dorobanti)",2014,decomandat,lux,Etaj 4,1,1,2,3,1,2,P+5E,,170,142,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
470000,"Bucuresti, zona Primaverii (Dorobanti)",2014,decomandat,lux,Etaj 4,1,1,2,3,1,2,P+5E,,170,142,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
158900,"Bucuresti, zona Dorobanti   770 m (10 minute)",,semidecomandat,lux,Etaj 6,,,1,3,,,P+9E,,,73,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
62000,"Bucuresti, zona Primaverii (Dorobanti)   300 m (4 minute)",,decomandat,,Etaj 4,,,,1,,,,,,30,,,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
158900,"Bucuresti, zona Dorobanti   770 m (10 minute)",,semidecomandat,lux,Etaj 6,,,1,3,,,P+9E,,,73,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
62000,"Bucuresti, zona Primaverii (Dorobanti)   300 m (4 minute)",,decomandat,,Etaj 4,,,,1,,,,,,30,,,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
140000,"Bucuresti, Sector 1, zona Dorobanti   760 m (10 minute)",1953,decomandat,1,Etaj 3,2,1,1,2,,,P+4E,beton,,50,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
660000,"Bucuresti, zona Dorobanti   710 m (9 minute)",2006,decomandat,1,Etaj 3,,1,3,4,1,2,P+4E,beton,200,173,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
140000,"Bucuresti, Sector 1, zona Dorobanti   760 m (10 minute)",1953,decomandat,1,Etaj 3,2,1,1,2,,,P+4E,beton,,50,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
109000,"Bucuresti, Sector 1, zona Dorobanti",,decomandat,,Etaj 2,,,,3,,,,,,90,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
130000,"Bucuresti, Sector 1, zona Primaverii (Dorobanti)   560 m (7 minute)",1960,decomandat,1,Etaj 1,1,1,1,2,,,P+3E,beton,51,45,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
1988906,"Bucuresti, zona Primaverii (Dorobanti)",2020,decomandat,lux,Parter,,1,4,5,1,2,P+5E,beton,312.98,242.84,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
85000,"Bucuresti, Sector 1, zona Dorobanti   330 m (4 minute)",1977,decomandat,1,Etaj 9,,1,1,2,,,P+11E,beton,59,52,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
520000,"Bucuresti, zona Capitale (Dorobanti)",2017,decomandat,1,Etaj 3,1,1,3,4,2,,P+4E,beton,132,113,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
470000,"Bucuresti, zona Primaverii (Dorobanti)   300 m (4 minute)",2000,decomandat,lux,Etaj 4,,,2,3,,,P+4E,,146,130,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
550000,"Bucuresti, Sector 1, zona Capitale (Dorobanti)   470 m (6 minute)",1941,semidecomandat,lux,Etaj 1,,1,1,6,,,S+P+2E,,230,190,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
254000,"Bucuresti, Sector 1, zona Televiziune (Dorobanti)   270 m (3 minute)",1956,semidecomandat,1,Parter,1,1,1,3,,,P+2E,beton,87,78.65,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
390000,"Bucuresti, zona Primaverii (Dorobanti)",2005,decomandat,lux,Etaj 2,,1,2,5,1,2,P+4E,,155,130,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
138001,"Bucuresti, zona Primaverii (Dorobanti)",1968,decomandat,lux,Etaj 1,1,1,1,2,,,P+3E,,59,45,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
120000,"Bucuresti, Sector 1, zona Dorobanti",1977,decomandat,1,Etaj 6,2,1,1,2,,,P+9E,beton,71,57,62,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
475000,"Bucuresti, zona Primaverii (Dorobanti)   340 m (4 minute)",1998,decomandat,lux,Etaj 5,,1,3,6,1,2,P+6E,beton,218.55,168.5,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
245000,"Bucuresti, zona Dorobanti   600 m (8 minute)",,,,Etaj 1,,,1,3,,,P+1E,,,89,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
520000,"Bucuresti, zona Capitale (Dorobanti)",2017,decomandat,lux,Parter,,1,2,3,,2,P+4E,,103.6,83.32,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
475000,"Bucuresti, zona P-ta Dorobanti (Dorobanti)   750 m (9 minute)",2018,decomandat,1,Parter,,,3,4,1,,P+4E,,215,126.67,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
139999,"Bucuresti, Sector 1, zona Primaverii (Dorobanti)   330 m (4 minute)",1945,decomandat,lux,Etaj 3,,1,1,2,,,P+5E,beton,55.34,46.34,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
114000,"Bucuresti, Sector 1, zona Dorobanti",1967,circular,1,Parter,2,1,2,3,,,P+10E,beton,72,61,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
220000,"Bucuresti, zona Dorobanti   540 m (7 minute)",1940,decomandat,lux,Parter,,,1,4,,,P+1E+M,,99.02,93.49,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
235000,"Bucuresti, Sector 1, zona Dorobanti   580 m (7 minute)",1968,decomandat,1,Etaj 1,2 (1 închise),1,1,3,,,D+P+3E+M,beton,120,105,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
349900,"Bucuresti, Sector 1, zona Primaverii (Dorobanti)   460 m (6 minute)",2001,decomandat,1,Etaj 3,1,1,2,3,,,P+5E,beton,120,100,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
99000,"Bucuresti, zona Primaverii (Dorobanti)   440 m (6 minute)",1960,decomandat,lux,Etaj 2,2,1,1,2,,1,P+3E,altele,58,55,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
213000,"Bucuresti, Sector 1, zona Dorobanti   600 m (8 minute)",1953,nedecomandat,1,Parter,,1,2,5,,1,D+P+2E,caramida,170,140,170,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
64000,"Bucuresti, zona P-ta Dorobanti (Dorobanti)",1976,decomandat,1,Parter,,1,1,1,,,P+10E,beton,37,32,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
365000,"Bucuresti, zona Dorobanti",2020,decomandat,1,Etaj 1,3,,3,4,,2,D+P+4E,beton,150,130,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
330000,"Bucuresti, zona Dorobanti",1949,decomandat,1,Etaj 6,,,3,4,,,P+9E,,200,110,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
1299000,"Bucuresti, zona Dorobanti",2018,decomandat,lux,Etaj 3,1,1,3,4,,,D+P+3E,beton,400,190,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
235000,"Bucuresti, Sector 1, zona Dorobanti   460 m (6 minute)",2006,decomandat,1,Etaj 2,1,1,2,3,,,S+P+5E,beton,123.5,100.65,104.5,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
163680,"Bucuresti, zona Primaverii (Dorobanti)   640 m (8 minute)",2020,semidecomandat,lux,Etaj 5,1,1,1,2,,,P+16E,beton,52.8,41.8,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
269000,"Bucuresti, zona Primaverii (Dorobanti)",1940,decomandat,lux,Etaj 1,1,1,2,3,,,P+3E,caramida,106,106,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
450000,"Bucuresti, Sector 1, zona Capitale (Dorobanti)   540 m (7 minute)",2015,decomandat,1,Parter,1,1,1,3,,,P+4E,beton,130,110,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
627000,"Bucuresti, zona Primaverii (Dorobanti)",2009,decomandat,lux,Parter,1,1,2,3,,2,P+6E,altele,273,137,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
279000,"Bucuresti, zona Primaverii (Dorobanti)",1940,decomandat,1,Etaj 1,1,1,2,3,,,P+3E,,102,102,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
475000,"Bucuresti, zona Primaverii (Dorobanti)   180 m (2 minute)",,semidecomandat,lux,Etaj 5,,,3,6,,,P+6E,,,200,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
520000,"Bucuresti, zona Capitale (Dorobanti)",2017,semidecomandat,1,Etaj 3,1,1,3,3,2,,P+4E,,130,115,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
105000,"Bucuresti, Sector 1, zona Primaverii (Dorobanti)   520 m (7 minute)",1960,decomandat,1,Etaj 2,2,1,1,2,,,P+3E,beton,56,47.3,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
1400000,"Bucuresti, zona Capitale (Dorobanti)   580 m (7 minute)",1946,circular,lux,Etaj 1,2,1,3,6,1,6,D+P+1E+M,beton,330,250,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
245000,"Bucuresti, zona Capitale (Dorobanti)",1948,decomandat,1,Etaj 1,1,1,1,4,,,P+1E+M,caramida,120,100,,casa/vila,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
159000,"Bucuresti, Sector 1, zona Dorobanti",1927,semidecomandat,1,Etaj 1,2 (închise),1,1,3,,,P+1E+M,beton,80,67,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
285000,"Bucuresti, Sector 1, zona Dorobanti   510 m (6 minute)",2003,semidecomandat,1,Etaj 2,,1,2,3,,,P+3E,altele,100,85,,bloc de apartamente,"Dorobanti, Bucuresti, Romania",44.459076,26.096738000000002
49700,"Bucuresti, Sector 5, zona Antiaeriana (Rahova)",2019,semidecomandat,lux,Etaj 2,1,1,1,2,,,P+4E,caramida,64,52,59,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
78500,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2019,decomandat,lux,Etaj 1,2,1,2,3,,1,P+4E+M,beton,98,87,87,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
65000,"Bucuresti, Sector 5, zona Rahova",1993,decomandat,1,Etaj 1,1,1,2,3,,,S+P+8E,beton,82,69,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
51900,"Bucuresti, Sector 5, zona Rahova",2019,decomandat,1,Etaj 9,1 (închise),1,1,2,,,S+P+10E,beton,70,63,63,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53900,"Bucuresti, Sector 5, zona Rahova",2019,decomandat,1,Etaj 9,1,1,1,2,,,P+10E,beton,65,60,60,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
49520,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2019,decomandat,1,Etaj 3,1,1,1,2,,1,P+6E,beton,88,54,71,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
65900,"Bucuresti, Sector 5, zona Rahova",2018,nedecomandat,1,Etaj 9,1,1,1,3,,,P+10E,beton,83,74,74,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
49600,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2018,decomandat,1,Etaj 3,1,1,1,2,,1,P+6E,beton,80,70,70,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53900,"Bucuresti, Sector 5, zona Rahova",2018,decomandat,1,Etaj 7,,1,1,2,,,P+10E,beton,73,64,64,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53240,"Bucuresti, Sector 6, zona Alexandriei (Rahova)",2019,decomandat,1,Etaj 3,2,1,1,2,1,,P+6E,beton,88,57,70,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
32900,"Bucuresti, Sector 5, zona Rahova",2019,decomandat,1,,1,1,1,1,,,D+P+4E,beton,45,37,37,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53300,"Bucuresti, Sector 5, zona Rahova",2019,decomandat,1,Etaj 9,1,1,1,2,,,P+10E,beton,65,62,62,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53900,"Bucuresti, Sector 5, zona Rahova",2018,decomandat,1,Etaj 7,,1,1,2,,,P+10E,beton,73,64,64,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
52672,"Bucuresti, zona Rahova",2019,decomandat,1,Etaj 3,1,,1,2,,,P+5E,beton,70,59,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
51300,"Bucuresti, Sector 5, zona Rahova",2018,semidecomandat,1,Etaj 10,1,1,1,2,,,S+P+10E,beton,66,60,60,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
59900,"Bucuresti, zona Rahova",1970,semidecomandat,1,Etaj 1,1,1,1,3,,,P+4E,,82,64,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
46900,"Bucuresti, Sector 5, zona Rahova",2020,decomandat,1,Parter,,1,1,2,,1,D+P+3E,beton,52,44,44,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
35000,"Bucuresti, zona Rahova",2011,decomandat,2,Mansarda,2,1,1,2,,,P+2E+M,,63.1,49.19,,casa/vila,"Rahova, Bucuresti, Romania",44.47555,26.04213
70000,"Bucuresti, zona Rahova   30 m (1 minut)",2015,decomandat,1,Etaj 2,2,1,2,4,,1,P+3E,,110,85,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
65000,"Bucuresti, Sector 5, zona Rahova",1982,decomandat,1,Etaj 8,1 (închise),1,2,3,,,S+P+8E,beton,80,65.4,69.1,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
27950,"Bucuresti, zona Rahova",2019,semidecomandat,1,Etaj 1,1,,1,1,,,P+5E,beton,38,33,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
83800,"Bucuresti, Sector 5, zona Rahova",,semidecomandat,1,Etaj 4,,,2,3,,,P+10E,,,68,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
74000,"Bucuresti, Sector 5, zona Rahova",1982,decomandat,1,Etaj 1,1 (închise),1,2,3,,,S+P+8E,beton,75,65,69,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
52000,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2019,decomandat,1,Etaj 1,1,1,1,2,,1,P+5E,beton,,71,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
42999,"Bucuresti, zona Rahova",2019,decomandat,1,Etaj 1,,1,1,2,,1,P+4E,caramida,59,55,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
42999,"Bucuresti, zona Rahova",2019,decomandat,1,Etaj 1,,1,1,2,,1,P+4E,caramida,59,55,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
35600,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2017,decomandat,lux,Etaj 1,1,1,1,2,,,P+4E,beton,44,37,43,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
59000,"Bucuresti, Sector 5, zona Rahova",1960,semidecomandat,1,Etaj 5,2 (închise),1,1,3,1,1,P+6E,caramida,83,56,69,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
40500,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2017,decomandat,lux,Parter,1,1,1,1,,,P+4E,beton,44,37,37,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
49525,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2019,decomandat,1,Etaj 3,1,1,1,2,,1,P+6E,beton,71,54,71,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
48000,"Bucuresti, Sector 5, zona Rahova",1978,decomandat,1,Etaj 4,1 (închise),1,1,2,,,S+P+10E,beton,65,53,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
39900,"Bucuresti, Sector 5, zona Rahova",1985,decomandat,1,Etaj 2,1,1,1,1,,,P+4E,beton,38.9,35.16,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
45000,"Bucuresti, zona Rahova",2013,decomandat,1,Etaj 3,,,,2,,,P+4E,,,48,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53900,"Bucuresti, Sector 5, zona Salaj (Rahova)",2019,decomandat,1,Etaj 5,1,1,1,2,,,P+10E,beton,70,60,60,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
64400,"Bucuresti, Sector 5, zona Rahova",2019,decomandat,1,Etaj 6,1,1,2,3,,1,D+P+10E,beton,81,67,74,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
72500,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",1975,decomandat,1,Etaj 4,3 (închise),1,2,4,,1,P+4E,beton,95,86,90,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
69000,"Bucuresti, Sector 5, zona Rahova",1984,semidecomandat,1,Parter,,1,2,4,,,P+8E,beton,95,87,87,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
51700,"Bucuresti, zona Rahova   410 m (5 minute)",2019,decomandat,1,Etaj 1,1,1,1,2,,,P+4E,beton,71,60,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
44500,"Bucuresti, Sector 5, zona Rahova",2019,semidecomandat,1,Etaj 10,,1,1,2,,1,S+P+10E,beton,62,56,56,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
47300,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2017,semidecomandat,lux,Etaj 3,1,1,1,2,,,P+4E,beton,70,53,60,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
79000,"Bucuresti, zona Rahova",,decomandat,1,Etaj 2,,,1,3,,,P+10E,,,72,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
63138,"Bucuresti, Sector 5, zona Tudor Vladimirescu (Rahova)",2021,semidecomandat,1,Etaj 1,1,1,1,1,,,S+D+P+5E,beton,57.47,50.51,50.51,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
54900,"Bucuresti, Sector 5, zona Rahova",2018,decomandat,1,Etaj 8,1,1,1,2,,1,P+10E,beton,70,63,63,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
40900,"Bucuresti, Sector 5, zona Rahova",1982,decomandat,1,Parter,,1,1,1,,,P+8E,beton,40,35,35,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
47500,"Bucuresti, Sector 5, zona Rahova",2020,decomandat,1,Etaj 2,1,1,1,2,,,P+3E,beton,60,51,51,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
72500,"Bucuresti, zona Rahova",1983,decomandat,1,Etaj 5,2,1,2,3,,1,P+10E,beton,80,70,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
51000,"Bucuresti, Sector 5, zona Salaj (Rahova)",2009,decomandat,1,Etaj 1,1,1,1,2,,1,P+2E,beton,55,50,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
72000,"Bucuresti, zona Rahova",1984,semidecomandat,1,Etaj 7,1,1,2,3,,,P+8E,beton,78,68,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
55500,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2013,decomandat,,Etaj 4,1,1,1,3,,1,P+4E,beton,89,67,76,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
38000,"Bucuresti, Sector 5, zona Salaj (Rahova)",2019,decomandat,1,Parter,1,1,1,2,,,,beton,50,48,48,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
52000,"Bucuresti, Sector 5, zona Alexandriei (Rahova)",2018,decomandat,1,Etaj 4,1,1,1,2,,1,P+6E,beton,80,70,70,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
56000,"Bucuresti, Sector 5, zona Rahova",1980,semidecomandat,1,Etaj 2,1,1,1,3,,,P+4E,,,63,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
55000,"Bucuresti, zona Rahova",1979,semidecomandat,1,Etaj 1,1,1,1,2,,,P+10E,,53,53,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
58000,"Bucuresti, Sector 5, zona Zetarilor (Rahova)",1976,semidecomandat,1,Parter,,1,1,2,,,P+10E,,,52,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
53000,"Bucuresti, Sector 5, zona Rahova",1984,decomandat,1,Etaj 7,1 (închise),1,1,2,,,S+P+8E,,53,51,52,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
74999,"Bucuresti, zona Rahova",,semidecomandat,1,Etaj 2,,,2,3,,,P+10E,,,69,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
49500,"Bucuresti, Sector 5, zona Rahova",2018,semidecomandat,,Etaj 1,1,1,1,2,,,S+P+9E,beton,,48,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
55000,"Bucuresti, zona Rahova",1982,semidecomandat,1,Etaj 3,1,1,1,2,,,P+8E,beton,65,51,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
52000,"Bucuresti, zona Antiaeriana (Rahova)",2017,decomandat,1,Etaj 1,,1,1,2,,,P+3E,altele,52,52,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
64500,"Bucuresti, Sector 5, zona Rahova",1977,decomandat,1,Etaj 5,2 (închise),1,1,3,,,P+11E,beton,,73,73,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
51900,"Bucuresti, Sector 5, zona Rahova",2018,nedecomandat,1,Etaj 9,1,1,1,2,,,P+10E,beton,73,63,63,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
62400,"Bucuresti, Sector 5, zona Antiaeriana (Rahova)",2019,decomandat,lux,Etaj 1,,1,1,3,,1,P+3E,beton,76,61,72,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
48000,"Bucuresti, zona Rahova",1984,semidecomandat,1,Etaj 5,1,1,1,2,,,P+10E,beton,60,53,,bloc de apartamente,"Rahova, Bucuresti, Romania",44.47555,26.04213
383000,"Bucuresti, zona Floreasca",2020,decomandat,lux,Etaj 3,,1,2,3,,,P+5E,beton,127,108,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
205480,"Bucuresti, Sector 2, zona Floreasca",2019,decomandat,lux,Etaj 4,1,1,1,2,,,S+P+8E,beton,90,67,75,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
205480,"Bucuresti, Sector 2, zona Floreasca",2019,decomandat,lux,Etaj 4,1,1,1,2,,,S+P+8E,beton,90,67,75,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
383000,"Bucuresti, zona Floreasca",2020,decomandat,lux,Etaj 3,,1,2,3,,,P+5E,beton,127,108,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
103000,"Bucuresti, zona Floreasca   740 m (9 minute)",2019,semidecomandat,lux,Etaj 3,1,1,1,2,,,P+8E,caramida,56,49,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
259500,"Bucuresti, Sector 2, zona Floreasca   600 m (8 minute)",2019,decomandat,lux,Etaj 1,2,1,2,3,,,S+P+11E,beton,173,104.26,138.98,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
150000,"Bucuresti, zona Floreasca",2020,semidecomandat,lux,Etaj 5,,1,1,2,1,,P+16E,beton,55,52.8,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
180100,"Bucuresti, zona Floreasca",2019,decomandat,lux,Parter,,1,1,2,,,S+D+P+8E,beton,96,59,87,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
3099000,"Bucuresti, Sector 1, zona Floreasca",2020,decomandat,1,Etaj 15,4,1,6,7,,,S+P+15E,beton,651,517,555,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
161500,"Bucuresti, Sector 2, zona Floreasca   600 m (8 minute)",2019,decomandat,lux,Etaj 1,1,1,1,2,,,S+P+11E,beton,97,65.75,77.42,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
270000,"Bucuresti, Sector 2, zona Floreasca",2018,decomandat,1,Etaj 9,2,1,2,4,,,S+D+P+11E,beton,159,125,125,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
998700,"Bucuresti, zona Floreasca",2010,decomandat,lux,Etaj 2,3,1,4,6,2,,P+4E,beton,370,245,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
270000,"Bucuresti, Sector 2, zona Floreasca",2018,decomandat,1,Etaj 9,2,1,2,4,,,S+D+P+11E,beton,159,125,125,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
680000,"Bucuresti, zona Floreasca",2015,decomandat,lux,Etaj 1,,1,3,3,2,,P+8E,beton,195,169,,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
198000,"Bucuresti, Sector 2, zona Floreasca   600 m (8 minute)",2019,decomandat,lux,Etaj 1,1,1,2,3,,,S+P+11E,beton,109,78.54,90.21,bloc de apartamente,"Floreasca, Bucuresti, Romania",44.466609999999996,26.10213
